"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2820","@TC-0002 Verify that a user receives an error message when attempting to log in with incorrect credentials","chromium","Thu Nov 14 02:12:26 GMT 2024","passed","Thu Nov 14 02:12:29 GMT 2024","Login Tests","login.spec.ts","",""
"","2807","@TC-0001 Verify that a user can successfully log in with valid credentials","chromium","Thu Nov 14 02:12:23 GMT 2024","passed","Thu Nov 14 02:12:26 GMT 2024","Login Tests","login.spec.ts","",""
"","5334","@TC-0004 Verify that an employee cannot be created when required fields are left empty","chromium","Thu Nov 14 02:12:37 GMT 2024","passed","Thu Nov 14 02:12:43 GMT 2024","PIM","pim/employee.spec.ts","",""
"","8509","@TC-0003 Verify that an employee can be created","chromium","Thu Nov 14 02:12:29 GMT 2024","passed","Thu Nov 14 02:12:37 GMT 2024","PIM","pim/employee.spec.ts","",""
