"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1999","@TC-0001 Verify that a user can successfully log in with valid credentials","chromium","Fri Nov 15 01:53:55 GMT 2024","passed","Fri Nov 15 01:53:57 GMT 2024","Login Tests","login.spec.ts","",""
"","4130","@TC-0004 Verify that an employee cannot be created when required fields are left empty","chromium","Fri Nov 15 01:54:07 GMT 2024","passed","Fri Nov 15 01:54:11 GMT 2024","PIM","pim/employee.spec.ts","",""
"","1754","@TC-0002 Verify that a user receives an error message when attempting to log in with incorrect credentials","chromium","Fri Nov 15 01:53:58 GMT 2024","passed","Fri Nov 15 01:53:59 GMT 2024","Login Tests","login.spec.ts","",""
"","7714","@TC-0003 Verify that an employee can be created","chromium","Fri Nov 15 01:53:59 GMT 2024","passed","Fri Nov 15 01:54:07 GMT 2024","PIM","pim/employee.spec.ts","",""
